C333,なし,2,9,FALSE,2,30,,,・敵全体の被ダメージ+30％
C334,なし,3,13,TRUE,-,200,120,,■攻撃チェンジ\n・敵単体に魔法攻撃力200％のダメージを与え、敵全体に魔法攻撃力120％のダメージを与える
C335,なし,4,9,TRUE,2,15,200,,■攻撃チェンジ\n・敵全体の被ダメージ+15％し、魔法攻撃力200％のダメージを与える
W001,普通の剣,0,6,FALSE,-,5,,,◆装備変更\n・装備者の攻撃力を基礎攻撃力5％分アップする
W002,普通の杖,0,6,FALSE,-,5,,,◆装備変更\n・装備者の魔法攻撃力を基礎魔法攻撃力5％分アップする
W003,匠の剣,1,6,FALSE,-,10,,,◆装備変更\n・装備者の攻撃力を基礎攻撃力10％分アップする
W004,匠の杖,1,6,FALSE,-,10,,,◆装備変更\n・装備者の魔法攻撃力を基礎魔法攻撃力10％分アップする
E001,普通の鎧,0,6,FALSE,-,5,,,◆装備変更\n・装備者の被ダメージ-5%
E002,匠の鎧,1,6,FALSE,-,10,,,◆装備変更\n・装備者の被ダメージ-10%
E003,最後の鎧,0,6,FALSE,-,50,,,◆装備変更\n・一度だけダメージを50%カットする
E004,普通のリング,0,6,FALSE,-,5,,,◆装備変更\n・装備者の最大HPを基礎HP5％分アップする
E005,匠のリング,1,6,FALSE,-,10,,,◆装備変更\n・装備者の最大HPを基礎HP10％分アップする
I001,回復ポーション,1,6,FALSE,-,20,,,味方一人のHPを20%分回復する
I002,オール回復ポーション,1,10,FALSE,-,10,,,味方全員のHPを10％分回復する
I003,マナポーション,1,0,FALSE,-,30,,,EP+30
I004,バフポーション,2,6,FALSE,2,10,,,味方一人の与ダメージ+10％
I005,バリアポーション,1,6,FALSE,2,20,,,味方一人の被ダメージ-20%
N001,ドロー,1,0,FALSE,-,1,,,1枚ドロー
